ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-38a3f8,A-5c9849,12/14/2023,12/16/2023 18:00,66,low,41,,FALSE
T-f2c439,A-f6b2fb,4/18/2023,4/20/2023 21:00,69,medium,70,3,FALSE
T-39424e,A-ccc747,8/5/2024,8/5/2024 5:00,5,medium,137,,TRUE
T-856bdd,A-508199,8/17/2024,8/19/2024 0:00,48,low,52,,FALSE
T-c9a926,A-6a4e2d,9/15/2024,9/15/2024 15:00,15,low,126,5,TRUE
T-c7f28d,A-ffc04f,8/17/2023,8/17/2023 14:00,14,low,9,,TRUE
T-1a8ff8,A-e61e98,4/22/2023,4/22/2023 2:00,2,low,44,5,TRUE
T-6ff72c,A-241e75,9/2/2024,9/3/2024 2:00,26,high,178,5,FALSE
T-ba2219,A-463db0,4/24/2023,4/26/2023 10:00,58,urgent,179,,TRUE
T-ab7721,A-22f2df,3/24/2023,3/26/2023 13:00,61,urgent,19,,FALSE
T-ae3a16,A-186a44,6/19/2024,6/21/2024 3:00,51,low,97,,FALSE
T-9aee85,A-9ee962,5/26/2024,5/27/2024 15:00,39,medium,155,,FALSE
T-e17f8c,A-ac85cd,2/2/2024,2/2/2024 17:00,17,low,66,4,FALSE
T-31cd64,A-eb7c38,2/13/2023,2/14/2023 17:00,41,urgent,33,4,FALSE
T-814d7e,A-313be3,11/9/2024,11/10/2024 15:00,39,low,141,5,TRUE
T-984352,A-417d2f,2/15/2023,2/15/2023 10:00,10,high,129,4,FALSE
T-ad5807,A-443b7c,1/24/2023,1/24/2023 14:00,14,high,14,,FALSE
T-7af423,A-149a69,8/28/2024,8/28/2024 9:00,9,medium,172,4,FALSE
T-162d1f,A-a0ca4e,8/20/2023,8/22/2023 12:00,60,high,77,4,TRUE
T-b2925a,A-eb7fac,1/15/2024,1/17/2024 23:00,71,low,172,,FALSE
T-e3507b,A-e98302,2/28/2023,2/28/2023 14:00,14,high,95,4,FALSE
T-88abc2,A-ad64c6,10/13/2024,10/13/2024 12:00,12,high,159,,FALSE
T-b348cc,A-cbd1a3,7/22/2023,7/23/2023 9:00,33,urgent,145,4,FALSE
T-42f242,A-922109,4/12/2024,4/14/2024 1:00,49,high,104,3,FALSE
T-1df364,A-c70870,5/6/2024,5/6/2024 19:00,19,medium,127,4,FALSE
T-6b8b96,A-d27f50,3/27/2023,3/29/2023 12:00,60,urgent,101,3,FALSE
T-2fa50a,A-b9f5b1,2/10/2023,2/11/2023 13:00,37,medium,17,4,FALSE
T-f4bc90,A-503d5a,4/28/2023,4/28/2023 11:00,11,high,27,3,FALSE
T-fecc33,A-712f1c,9/7/2023,9/8/2023 7:00,31,low,121,3,FALSE
T-a2665a,A-cea1f0,10/11/2024,10/12/2024 4:00,28,urgent,161,4,FALSE
T-b77fc1,A-558c72,5/10/2023,5/12/2023 18:00,66,high,83,,FALSE
T-42c4fb,A-17939a,8/18/2023,8/18/2023 8:00,8,urgent,50,,FALSE
T-7a1469,A-503d5a,5/2/2024,5/4/2024 16:00,64,medium,27,,FALSE
T-186d63,A-cbbe12,8/8/2024,8/9/2024 2:00,26,medium,40,,FALSE
T-581c3c,A-4c56c9,10/5/2024,10/6/2024 5:00,29,high,8,3,FALSE
T-93e27e,A-8bde0c,8/6/2023,8/8/2023 7:00,55,high,42,4,FALSE
T-5ac967,A-4814a3,3/8/2023,3/8/2023 12:00,12,urgent,161,,FALSE
T-6086c6,A-cd458b,9/8/2024,9/8/2024 2:00,2,urgent,84,5,FALSE
T-ca2383,A-81edc3,5/20/2024,5/22/2024 12:00,60,high,79,5,FALSE
T-271d67,A-40a557,10/27/2024,10/27/2024 1:00,1,urgent,1,,FALSE
T-2a6f2e,A-cc98bc,3/24/2023,3/24/2023 1:00,1,low,159,4,FALSE
T-7cab7d,A-c37cab,1/15/2024,1/15/2024 1:00,1,low,28,4,FALSE
T-1ce30f,A-82d8a6,11/13/2024,11/14/2024 2:00,26,medium,37,,FALSE
T-ea65ad,A-8b0451,1/30/2024,1/30/2024 6:00,6,medium,79,4,FALSE
T-44b8e5,A-de24d5,6/27/2024,6/29/2024 17:00,65,low,4,,FALSE
T-0111f8,A-96e141,4/15/2024,4/15/2024 23:00,23,high,95,5,FALSE
T-d82e4d,A-f446b6,6/29/2023,7/1/2023 3:00,51,urgent,120,,FALSE
T-e5a027,A-40a557,6/24/2024,6/24/2024 1:00,1,urgent,44,,FALSE
T-b123d2,A-32fb14,9/5/2024,9/5/2024 7:00,7,low,89,4,FALSE
T-8a2ad9,A-d922bf,1/23/2024,1/25/2024 23:00,71,low,125,,FALSE
T-46e5ce,A-089363,9/6/2024,9/8/2024 11:00,59,high,46,4,FALSE
T-e481c6,A-856b1e,8/1/2023,8/3/2023 3:00,51,low,22,,FALSE
T-9d8a29,A-c222ab,7/16/2024,7/17/2024 13:00,37,urgent,131,,FALSE
T-bafc8d,A-c42f1f,11/14/2023,11/14/2023 1:00,1,high,122,,TRUE
T-94b674,A-f25509,10/20/2023,10/21/2023 20:00,44,urgent,78,,FALSE
T-92101f,A-202b67,2/12/2024,2/13/2024 11:00,35,high,51,5,FALSE
T-cd3896,A-17939a,5/14/2024,5/15/2024 2:00,26,high,35,5,FALSE
T-b52677,A-53f4e3,3/11/2023,3/11/2023 6:00,6,high,138,3,FALSE
T-3ef55f,A-098560,9/2/2023,9/2/2023 1:00,1,high,174,3,TRUE
T-8b1323,A-2edab2,7/15/2024,7/15/2024 12:00,12,medium,116,,FALSE
T-d2f0e5,A-8b0451,12/27/2023,12/27/2023 20:00,20,urgent,17,,FALSE
T-a2f9f7,A-f19b24,11/5/2023,11/7/2023 10:00,58,medium,75,4,FALSE
T-d9600d,A-98a59a,12/18/2024,12/19/2024 3:00,27,urgent,106,4,FALSE
T-287662,A-a7bd4b,11/7/2024,11/8/2024 16:00,40,medium,57,3,FALSE
T-7932c2,A-f17767,1/28/2024,1/28/2024 9:00,9,urgent,132,5,FALSE
T-1cf7fa,A-39ddf4,10/14/2024,10/14/2024 12:00,12,high,21,4,FALSE
T-24d5c4,A-4f18f0,3/20/2024,3/22/2024 8:00,56,high,79,4,FALSE
T-7d2f68,A-fd7ad3,10/17/2024,10/19/2024 11:00,59,low,167,5,FALSE
T-d5e980,A-22d9d2,6/21/2023,6/21/2023 18:00,18,low,137,4,FALSE
T-d80204,A-684255,8/11/2024,8/12/2024 5:00,29,medium,6,5,FALSE
T-ae53a2,A-0532a9,1/29/2024,1/31/2024 11:00,59,low,165,,FALSE
T-056a79,A-c43359,5/23/2024,5/24/2024 8:00,32,urgent,103,,FALSE
T-27e2a5,A-9f9299,9/11/2024,9/13/2024 19:00,67,low,42,,FALSE
T-f73830,A-51ec1b,9/11/2024,9/13/2024 23:00,71,low,174,,TRUE
T-182de8,A-993085,6/7/2024,6/8/2024 7:00,31,low,108,,FALSE
T-cb1b0e,A-a33200,5/12/2024,5/14/2024 8:00,56,urgent,46,5,FALSE
T-54b828,A-c42f1f,2/27/2024,2/27/2024 22:00,22,low,150,5,FALSE
T-f0ff14,A-b179bf,11/2/2024,11/2/2024 12:00,12,urgent,17,,FALSE
T-72f058,A-118d55,2/16/2023,2/16/2023 9:00,9,high,82,,FALSE
T-ed12da,A-702032,3/30/2023,3/31/2023 12:00,36,medium,34,3,FALSE
T-b3f296,A-05f0e5,10/4/2023,10/4/2023 11:00,11,high,91,4,FALSE
T-2bec1c,A-6dee43,11/7/2024,11/7/2024 15:00,15,high,51,,FALSE
T-22afc4,A-cdf020,4/13/2024,4/14/2024 11:00,35,urgent,3,4,FALSE
T-8e58b9,A-cc1d8d,8/6/2024,8/6/2024 3:00,3,high,106,4,FALSE
T-01387f,A-854864,3/26/2024,3/27/2024 21:00,45,low,74,5,FALSE
T-9f4e20,A-7a0d69,7/4/2024,7/5/2024 12:00,36,urgent,83,,FALSE
T-374bd7,A-038089,5/14/2023,5/14/2023 17:00,17,low,36,,FALSE
T-a65795,A-d77f4c,6/30/2023,6/30/2023 8:00,8,urgent,82,5,FALSE
T-d552c8,A-94f8c9,2/21/2024,2/21/2024 22:00,22,urgent,93,5,FALSE
T-c6ebe1,A-331424,3/15/2023,3/15/2023 20:00,20,medium,154,,FALSE
T-2f3247,A-716841,4/25/2024,4/25/2024 4:00,4,low,48,4,FALSE
T-5117fb,A-c7e58b,12/11/2023,12/13/2023 17:00,65,medium,64,3,FALSE
T-c1b39d,A-92a333,6/5/2024,6/6/2024 20:00,44,low,103,,TRUE
T-f99a2c,A-4a267b,4/26/2023,4/26/2023 1:00,1,medium,61,3,FALSE
T-83edca,A-3f9cc0,5/1/2024,5/1/2024 12:00,12,urgent,99,5,TRUE
T-721dbc,A-53f4e3,10/13/2023,10/13/2023 12:00,12,urgent,54,,FALSE
T-592ec1,A-544d0a,5/23/2023,5/24/2023 3:00,27,low,161,5,FALSE
T-bccf47,A-0b0d6d,5/5/2023,5/5/2023 15:00,15,high,92,,FALSE
T-381eff,A-9f9299,12/28/2024,12/29/2024 11:00,35,low,139,5,FALSE
T-115c3c,A-95b24a,2/1/2024,2/1/2024 9:00,9,medium,162,5,FALSE
T-3d0cfa,A-1e6fc3,4/15/2023,4/15/2023 23:00,23,urgent,50,3,FALSE
T-ac71c9,A-186a44,1/18/2024,1/18/2024 8:00,8,high,155,3,FALSE
T-bf29da,A-0cc442,4/29/2024,5/1/2024 10:00,58,urgent,110,3,FALSE
T-b3feb3,A-f5641b,9/14/2024,9/16/2024 21:00,69,high,121,3,TRUE
T-c6fa3a,A-7c6b6b,6/4/2023,6/6/2023 5:00,53,low,96,5,FALSE
T-b5fa1f,A-44dc83,10/7/2023,10/7/2023 16:00,16,medium,57,,FALSE
T-d51d42,A-ba6516,3/8/2023,3/8/2023 9:00,9,low,149,5,FALSE
T-ba8b3a,A-d4ac0e,6/18/2023,6/18/2023 22:00,22,high,40,4,FALSE
T-dba043,A-32fb14,6/17/2024,6/19/2024 14:00,62,urgent,60,5,FALSE
T-0bb5ac,A-7920cc,10/21/2024,10/21/2024 13:00,13,low,9,,FALSE
T-cff159,A-180abf,8/15/2023,8/17/2023 17:00,65,medium,138,,FALSE
T-2b5ff8,A-0651a4,9/12/2024,9/14/2024 18:00,66,high,32,5,FALSE
T-79d436,A-05f0e5,1/25/2023,1/25/2023 20:00,20,high,177,4,FALSE
T-8da35c,A-7f4db3,3/14/2023,3/14/2023 15:00,15,urgent,60,3,FALSE
T-611dd3,A-44dc83,3/2/2024,3/4/2024 11:00,59,high,169,5,FALSE
T-12a740,A-87aa7b,12/29/2024,12/29/2024 22:00,22,urgent,147,,FALSE
T-9656b4,A-f51f16,7/10/2024,7/12/2024 10:00,58,urgent,172,,FALSE
T-10fc64,A-7f4db3,8/9/2024,8/9/2024 12:00,12,medium,75,,FALSE
T-069c43,A-1986ca,4/8/2024,4/10/2024 2:00,50,high,53,3,FALSE
T-263799,A-d4e0d4,2/15/2024,2/16/2024 5:00,29,medium,6,,FALSE
T-89a21e,A-b07b56,10/30/2024,11/1/2024 7:00,55,high,113,,FALSE
T-0ba1a8,A-f25509,11/5/2023,11/7/2023 6:00,54,urgent,72,5,FALSE
T-7e4e70,A-20736a,6/8/2024,6/9/2024 23:00,47,low,26,5,FALSE
T-20af37,A-faa28c,10/30/2024,11/1/2024 6:00,54,low,174,,FALSE
T-d5f42b,A-18793f,10/11/2023,10/13/2023 18:00,66,low,81,3,FALSE
T-d895b8,A-ed510f,5/4/2023,5/5/2023 8:00,32,low,45,3,FALSE
T-db932a,A-9779ad,10/28/2024,10/28/2024 10:00,10,urgent,92,,FALSE
T-784b41,A-dcc3f1,10/10/2023,10/10/2023 23:00,23,medium,21,4,FALSE
T-fdf135,A-34ea2f,1/4/2023,1/5/2023 20:00,44,urgent,65,4,FALSE
T-7905fa,A-55f257,12/10/2023,12/11/2023 19:00,43,low,175,,FALSE
T-4a53fe,A-e40f45,7/12/2024,7/14/2024 1:00,49,low,153,,FALSE
T-0238f9,A-443b7c,7/19/2024,7/19/2024 5:00,5,medium,81,4,FALSE
T-762081,A-068fc6,1/24/2023,1/25/2023 19:00,43,urgent,118,5,FALSE
T-8e6d12,A-6f50ae,11/14/2024,11/14/2024 1:00,1,high,83,4,FALSE
T-fcfcf7,A-89ee83,2/13/2024,2/13/2024 5:00,5,low,82,4,FALSE
T-fe6445,A-a865bd,6/5/2024,6/5/2024 21:00,21,urgent,9,,FALSE
T-ce0f83,A-296d7c,7/24/2024,7/27/2024 0:00,72,urgent,68,3,FALSE
T-5752a2,A-95b24a,7/18/2023,7/19/2023 23:00,47,urgent,82,4,FALSE
T-c1ac80,A-342303,10/25/2023,10/27/2023 18:00,66,high,125,4,FALSE
T-7eaf4c,A-86902e,1/12/2024,1/13/2024 10:00,34,low,63,3,FALSE
T-7f775b,A-59f724,1/23/2024,1/23/2024 3:00,3,high,154,4,FALSE
T-e11f4e,A-92a333,11/18/2023,11/18/2023 20:00,20,medium,64,,FALSE
T-bbad1e,A-3793ee,11/23/2023,11/25/2023 4:00,52,low,178,,FALSE
T-e0d92c,A-31ab9a,12/27/2023,12/27/2023 23:00,23,urgent,37,,FALSE
T-6533ba,A-90a8c8,4/7/2024,4/8/2024 3:00,27,medium,1,3,FALSE
T-2b3584,A-f9cc74,2/14/2024,2/15/2024 9:00,33,low,120,5,FALSE
T-9d29d0,A-34ea2f,12/30/2023,12/31/2023 21:00,45,low,60,,FALSE
T-c6eb1f,A-2b9d3e,6/24/2024,6/25/2024 19:00,43,urgent,43,,FALSE
T-7f7908,A-78f02b,1/10/2023,1/10/2023 8:00,8,low,2,3,FALSE
T-508ea0,A-9289f6,10/21/2023,10/21/2023 12:00,12,high,53,3,FALSE
T-f402a9,A-e888d1,12/21/2023,12/22/2023 4:00,28,high,91,5,FALSE
T-731aca,A-139c3b,12/29/2023,12/29/2023 14:00,14,high,36,,FALSE
T-7a57cf,A-0f6450,8/21/2023,8/22/2023 7:00,31,medium,59,5,FALSE
T-e766b0,A-00bed1,1/14/2023,1/16/2023 18:00,66,high,98,,FALSE
T-922d49,A-7f6b86,12/20/2024,12/21/2024 7:00,31,urgent,114,4,FALSE
T-c6e82b,A-bc87bc,6/6/2024,6/7/2024 13:00,37,high,178,,FALSE
T-fe9f10,A-dbc825,3/17/2024,3/18/2024 16:00,40,low,81,,FALSE
T-e7e186,A-443b7c,2/27/2024,2/29/2024 12:00,60,urgent,91,,FALSE
T-d980c3,A-4c38bc,4/14/2023,4/14/2023 11:00,11,urgent,20,,FALSE
T-5bc279,A-443b7c,3/22/2023,3/22/2023 23:00,23,urgent,18,5,FALSE
T-ffb356,A-65c341,10/15/2023,10/16/2023 23:00,47,high,93,4,FALSE
T-f1c022,A-e4bf56,4/10/2023,4/10/2023 18:00,18,high,73,3,FALSE
T-71d508,A-9b9fe9,6/15/2023,6/15/2023 22:00,22,low,180,5,FALSE
T-bf44a3,A-de24d5,11/16/2024,11/17/2024 21:00,45,high,103,,FALSE
T-5da5ab,A-bb3bd4,12/14/2024,12/14/2024 17:00,17,urgent,153,3,FALSE
T-0811d4,A-f6b2fb,10/29/2023,10/31/2023 10:00,58,medium,24,4,FALSE
T-a35ae1,A-80eeb6,1/30/2023,2/1/2023 20:00,68,high,38,,FALSE
T-ffdef9,A-1b707d,9/17/2023,9/18/2023 21:00,45,low,13,,FALSE
T-76632d,A-00bed1,5/16/2024,5/17/2024 3:00,27,high,46,,FALSE
T-cbc3ef,A-c4ea60,2/6/2023,2/8/2023 2:00,50,medium,51,3,FALSE
T-d9d697,A-417d2f,11/6/2024,11/8/2024 22:00,70,urgent,3,,FALSE
T-a9918a,A-b20d99,2/12/2023,2/14/2023 15:00,63,low,22,3,FALSE
T-e3c91a,A-d3c88e,4/29/2023,5/2/2023 0:00,72,high,16,4,FALSE
T-91c983,A-dfbd31,5/23/2023,5/23/2023 3:00,3,high,177,5,FALSE
T-ccf229,A-b2225d,7/10/2024,7/12/2024 12:00,60,high,24,,FALSE
